대학명,계열,학점,토익,토스,오픽,자격증,수상경험,인턴,해외경험,봉사활동,기업명,부서
국민대학교,기계/자동차/조선공학,3.94 / 4.5,875,L6,없음,0개,0회,1회,0회,0회,현대파워텍㈜,연구·실험·기술
부경대학교,기계/자동차/조선공학,3.83 / 4.5,710,없음,IL,2개,0회,0회,0회,1회,현대위아,생산관리
연세대학교(서울),기계/자동차/조선공학,3.7 / 4.5,860,없음,IL,2개,1회,0회,1회,1회,두산중공업㈜,플랜트
연세대학교(서울),기계/자동차/조선공학,3.7 / 4.5,860,없음,IL,2개,1회,0회,1회,1회,㈜대우건설,플랜트
국민대학교,기계/자동차/조선공학,3.3 / 4.5,680,없음,없음,0개,0회,0회,1회,0회,LG디스플레이㈜,기계·기구설계
경희대학교(서울),기계/자동차/조선공학,3.65 / 4.5,735,L5,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,기계
전북대학교,기계/자동차/조선공학,3.5 / 4.5,765,L5,없음,0개,0회,0회,0회,1회,㈜LG하우시스,생산관리
홍익대학교(서울),기계/자동차/조선공학,3.4 / 4.5,850,L6,없음,1개,1회,0회,1회,1회,현대자동차㈜,연구·실험·기술
군산대학교,기계/자동차/조선공학,4.11 / 4.5,710,없음,없음,1개,1회,1회,0회,0회,현대중공업㈜,생산관리
한양대학교(서울),기계/자동차/조선공학,3.69 / 4.5,705,L6,IM,0개,0회,0회,0회,0회,현대위아,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,3.43 / 4.5,825,L6,없음,1개,0회,1회,0회,0회,㈜LG화학,생산관리
국민대학교,기계/자동차/조선공학,3.85 / 4.5,790,L5,IL,2개,0회,1회,0회,3회,LG전자㈜,연구·실험·기술
경기대학교(서울),기계/자동차/조선공학,3.68 / 4.5,740,없음,IH,0개,0회,0회,1회,0회,현대자동차㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,4.03 / 4.5,835,없음,IM,0개,1회,0회,3회,2회,롯데건설(주),건축시공
경희대학교(서울),기계/자동차/조선공학,3.69 / 4.5,900,L6,없음,0개,0회,0회,1회,1회,현대엔지니어링㈜,기계
한양대학교(서울),기계/자동차/조선공학,3.5 / 4.5,800,없음,없음,0개,0회,0회,0회,0회,대우조선해양㈜,플랜트
계명대학교,기계/자동차/조선공학,4.14 / 4.5,945,L6,없음,2개,0회,1회,4회,1회,롯데칠성음료㈜,생산관리
중앙대학교(서울),기계/자동차/조선공학,3.5 / 4.5,705,L5,없음,4개,0회,0회,1회,0회,현대위아,연구·실험·기술
한국해양대학교,기계/자동차/조선공학,3.93 / 4.5,640,없음,IL,2개,0회,0회,0회,0회,두산중공업㈜,3D설계
동아대학교,기계/자동차/조선공학,3.36 / 4.5,없음,없음,IM,3개,0회,2회,0회,1회,현대위아,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,3.3 / 4.5,820,없음,없음,5개,0회,0회,1회,3회,LG디스플레이㈜,기계·기구설계
인하대학교,기계/자동차/조선공학,3.2 / 4.5,670,없음,없음,0개,0회,0회,0회,0회,씨제이모닝웰(주),생산관리
충남대학교,기계/자동차/조선공학,3.82 / 4.5,675,L5,IL,1개,0회,2회,0회,0회,삼성전자㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.3 / 4.5,725,L6,없음,2개,0회,0회,0회,1회,대림그룹,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,3.96 / 4.5,895,L6,없음,1개,0회,0회,1회,0회,현대자동차㈜,연구·실험·기술
부경대학교,기계/자동차/조선공학,3.24 / 4.5,630,L6,IM,0개,0회,0회,3회,1회,LG전자㈜,연구·실험·기술
충남대학교,기계/자동차/조선공학,3.73 / 4.5,815,L6,없음,2개,0회,1회,1회,2회,현대위아,연구·실험·기술
한성대학교,기계/자동차/조선공학,3.84 / 4.5,795,L6,없음,0개,0회,0회,1회,0회,(주)에스앤아이코퍼레이션,DB2
경북대학교,기계/자동차/조선공학,3.77 / 4.5,없음,없음,IM,2개,2회,0회,1회,1회,세메스㈜,기계·기구설계
부경대학교,기계/자동차/조선공학,3.4 / 4.5,620,없음,IM,1개,1회,0회,2회,0회,덴소풍성㈜,품질보증
계명대학교,기계/자동차/조선공학,4.4 / 4.5,870,없음,없음,1개,0회,0회,1회,2회,대우조선해양㈜,생산관리
계명대학교,기계/자동차/조선공학,4.4 / 4.5,870,없음,없음,1개,0회,0회,1회,2회,현대중공업㈜,생산관리
동아대학교,기계/자동차/조선공학,3.03 / 4.5,660,없음,IM,2개,0회,0회,0회,0회,㈜성우하이텍,생산관리
명지대학교(인문),기계/자동차/조선공학,3.76 / 4.5,685,없음,IM,1개,0회,0회,0회,2회,LG디스플레이㈜,기계·기구설계
금오공과대학교,기계/자동차/조선공학,4.15 / 4.5,775,L6,없음,3개,4회,0회,1회,2회,포스코에너지㈜,연구·실험·기술
울산대학교,기계/자동차/조선공학,3.5 / 4.5,705,L6,없음,3개,0회,0회,0회,0회,㈜삼양사,생산관리
인하대학교,기계/자동차/조선공학,3.1 / 4.5,700,없음,IL,1개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
충북대학교,기계/자동차/조선공학,4.06 / 4.5,730,L6,없음,0개,0회,0회,2회,1회,LIG넥스원㈜,기계
건국대학교(서울),기계/자동차/조선공학,4.15 / 4.5,670,L5,IM,5개,0회,0회,0회,0회,동원시스템즈㈜,영업관리
건국대학교(서울),기계/자동차/조선공학,3.72 / 4.5,820,L6,없음,0개,0회,0회,1회,0회,현대자동차㈜,연구·실험·기술
경상대학교,기계/자동차/조선공학,4.08 / 4.5,695,L6,IM,0개,0회,0회,1회,0회,삼성중공업㈜,자동차·조선설계
경상대학교,기계/자동차/조선공학,3.73 / 4.5,865,L5,없음,2개,0회,0회,0회,0회,현대파워텍㈜,대기업생산직
영남대학교,기계/자동차/조선공학,4.19 / 4.5,740,L6,없음,0개,0회,0회,0회,0회,LG전자㈜,기계·기구설계
경희대학교(서울),기계/자동차/조선공학,3.51 / 4.5,760,L6,IM,3개,0회,0회,3회,1회,㈜한화건설,플랜트
인하대학교,기계/자동차/조선공학,3.91 / 4.5,735,L5,없음,4개,2회,1회,0회,0회,LG전자㈜,연구·실험·기술
충남대학교,기계/자동차/조선공학,3.8 / 4.5,735,없음,없음,0개,0회,0회,0회,0회,현대자동차㈜,QAA·통화품질
부경대학교,기계/자동차/조선공학,3.63 / 4.5,없음,없음,IL,0개,2회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
창원대학교,기계/자동차/조선공학,3.5 / 4.5,770,L5,IM,0개,0회,0회,5회,0회,STX조선해양㈜,생산관리
중앙대학교(서울),기계/자동차/조선공학,3.16 / 4.5,755,없음,IM,0개,0회,0회,5회,2회,기아자동차㈜,생산관리
경북대학교,기계/자동차/조선공학,3.87 / 4.5,720,없음,IL,0개,0회,1회,0회,0회,현대자동차㈜,생산관리
서강대학교,기계/자동차/조선공학,3.14 / 4.5,없음,없음,없음,0개,0회,1회,0회,0회,두산중공업㈜,플랜트
인천대학교,기계/자동차/조선공학,3.4 / 4.5,없음,없음,IM,1개,0회,0회,1회,0회,㈜동양매직,연구·실험·기술
한밭대학교,기계/자동차/조선공학,4.21 / 4.5,735,없음,IM,4개,2회,0회,1회,0회,㈜화신,생산관리
전남대학교(광주),기계/자동차/조선공학,3.74 / 4.5,795,L6,IM,0개,0회,1회,0회,2회,㈜포스코,QAA·통화품질
대구가톨릭대학교,기계/자동차/조선공학,3.39 / 4.5,725,없음,없음,1개,1회,1회,0회,1회,㈜화신,생산관리
인하대학교,기계/자동차/조선공학,3.8 / 4.5,810,L6,없음,0개,0회,0회,0회,0회,현대로템㈜,기계
경상대학교,기계/자동차/조선공학,3.69 / 4.5,760,없음,IL,4개,0회,0회,0회,0회,삼성전자㈜,기술직
충남대학교,기계/자동차/조선공학,3.98 / 4.5,630,없음,IL,2개,0회,1회,2회,1회,삼성엔지니어링㈜,AutoCad
성균관대학교(자연과학),기계/자동차/조선공학,3.0 / 4.5,780,없음,NH,0개,0회,0회,0회,0회,르노삼성자동차 ㈜,연구·실험·기술
서울시립대학교,기계/자동차/조선공학,3.8 / 4.5,없음,없음,없음,0개,0회,0회,0회,0회,OCI,공무
영남대학교,기계/자동차/조선공학,4.0 / 4.5,800,없음,IL,0개,0회,1회,0회,0회,대우조선해양㈜,생산관리
영남대학교,기계/자동차/조선공학,3.89 / 4.5,755,L5,IM,0개,0회,0회,0회,0회,㈜포스코엔지니어링,플랜트
전북대학교,기계/자동차/조선공학,3.5 / 4.5,780,없음,없음,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.8 / 4.5,810,L6,없음,0개,0회,0회,0회,0회,한화케미칼,기계
충남대학교,기계/자동차/조선공학,3.48 / 4.5,805,L5,없음,0개,0회,0회,0회,0회,㈜한화건설,플랜트
인하대학교,기계/자동차/조선공학,3.66 / 4.5,780,없음,IM,1개,0회,0회,0회,0회,㈜한화건설,기계·기구설계
고려대학교(세종),기계/자동차/조선공학,3.38 / 4.5,890,L5,없음,4개,0회,1회,0회,0회,두산중공업㈜,기계·기구설계
연세대학교(서울),기계/자동차/조선공학,4.02 / 4.5,925,없음,없음,4개,0회,2회,1회,0회,SK건설㈜,플랜트
연세대학교(서울),기계/자동차/조선공학,4.02 / 4.5,925,없음,없음,4개,0회,2회,1회,0회,대림그룹,플랜트
인하대학교,기계/자동차/조선공학,3.48 / 4.5,735,L6,IM,2개,0회,1회,0회,0회,코오롱글로벌㈜,기계·기구설계
인하대학교,기계/자동차/조선공학,3.96 / 4.5,920,L6,없음,2개,0회,0회,0회,0회,현대자동차㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.96 / 4.5,920,L6,없음,2개,0회,0회,0회,0회,STX중공업㈜,기계·기구설계
충남대학교,기계/자동차/조선공학,3.77 / 4.5,780,없음,IM,3개,0회,1회,2회,2회,㈜한화건설,플랜트
인하대학교,기계/자동차/조선공학,3.7 / 4.5,750,없음,IL,0개,0회,0회,0회,0회,삼성전기㈜,기계
성균관대학교(자연과학),기계/자동차/조선공학,4.5 / 4.5,865,없음,IH,0개,0회,0회,0회,3회,현대자동차㈜,연구·실험·기술
국민대학교,기계/자동차/조선공학,3.86 / 4.5,925,L6,없음,1개,0회,1회,1회,0회,㈜팬택,판매관리
인하대학교,기계/자동차/조선공학,3.8 / 4.5,810,L6,없음,0개,0회,0회,0회,0회,LG전자㈜,기계
경상대학교,기계/자동차/조선공학,3.85 / 4.5,660,없음,IL,4개,0회,0회,0회,0회,두산인프라코어㈜,catia
영남대학교,기계/자동차/조선공학,3.3 / 4.5,800,L6,IH,0개,0회,0회,1회,1회,삼성엔지니어링㈜,플랜트
충남대학교,기계/자동차/조선공학,3.77 / 4.5,780,없음,IM,3개,0회,1회,2회,2회,두산인프라코어㈜,기계·기구설계
전북대학교,기계/자동차/조선공학,3.86 / 4.5,없음,L6,IM,0개,0회,1회,2회,0회,㈜삼양사,생산관리
성균관대학교(자연과학),기계/자동차/조선공학,3.4 / 4.5,725,없음,IM,2개,0회,0회,0회,1회,삼성엔지니어링㈜,공정관리
전남대학교(광주),기계/자동차/조선공학,4.0 / 4.5,900,L7,IH,3개,1회,1회,1회,1회,JB(주)/구 중부도시가스,안전
중앙대학교(서울),기계/자동차/조선공학,3.85 / 4.5,760,없음,IM,0개,0회,0회,0회,1회,두산중공업㈜,기계·기구설계
서울과학기술대학교,기계/자동차/조선공학,3.82 / 4.5,없음,L5,IM,0개,0회,1회,1회,1회,한국타이어㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.52 / 4.5,830,L6,없음,0개,0회,0회,0회,1회,삼성에버랜드,건축시공
인하대학교,기계/자동차/조선공학,3.76 / 4.5,830,L6,없음,2개,0회,0회,2회,0회,기아자동차㈜,자재구매
국민대학교,기계/자동차/조선공학,3.94 / 4.5,875,L6,없음,0개,0회,1회,0회,0회,현대트랜시스 주식회사,연구·실험·기술
서울대학교,기계/자동차/조선공학,3.46 / 4.5,775,없음,IL,0개,0회,0회,1회,0회,두산인프라코어㈜,연구·실험·기술
경북대학교,기계/자동차/조선공학,3.87 / 4.5,720,없음,IL,0개,0회,1회,0회,0회,㈜두산(모트롤BG 창원공장),연구·실험·기술
경희대학교(서울),기계/자동차/조선공학,3.65 / 4.5,735,L5,IL,0개,0회,0회,0회,0회,현대건설㈜,노인복지시설
동국대학교(경주),기계/자동차/조선공학,3.55 / 4.5,없음,없음,IL,0개,1회,0회,1회,0회,GS건설,플랜트
국민대학교,기계/자동차/조선공학,3.65 / 4.5,없음,없음,없음,4개,0회,0회,0회,0회,GS건설,플랜트
중앙대학교(서울),기계/자동차/조선공학,3.85 / 4.5,760,없음,IM,0개,0회,0회,0회,1회,현대자동차㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,3.04 / 4.5,750,없음,IM,0개,0회,0회,0회,1회,쌍용건설㈜,건축설계
서울과학기술대학교,기계/자동차/조선공학,3.61 / 4.5,780,L5,없음,2개,1회,0회,0회,0회,삼성전자㈜,연구·실험·기술
경북대학교,기계/자동차/조선공학,3.18 / 4.5,440,없음,IL,1개,0회,0회,0회,0회,㈜한화/기계,생산관리
안동대학교,기계/자동차/조선공학,3.71 / 4.5,없음,없음,없음,1개,2회,1회,1회,1회,아이에스동서㈜,생산관리
인하대학교,기계/자동차/조선공학,3.73 / 4.5,760,L6,없음,2개,0회,0회,0회,0회,삼성물산(주),플랜트
금오공과대학교,기계/자동차/조선공학,3.77 / 4.5,630,L5,IL,1개,1회,0회,0회,1회,STX중공업㈜,기계·기구설계
영남대학교,기계/자동차/조선공학,3.2 / 4.5,750,없음,IL,0개,1회,0회,0회,0회,두산중공업㈜,기계·기구설계
경희대학교(서울),기계/자동차/조선공학,3.74 / 4.5,885,없음,없음,0개,0회,0회,1회,1회,기아자동차㈜,생산관리
영남대학교,기계/자동차/조선공학,3.8 / 4.5,725,없음,IM,1개,0회,0회,2회,1회,금호타이어㈜,생산관리
창원대학교,기계/자동차/조선공학,3.89 / 4.5,845,L5,없음,1개,0회,0회,0회,3회,한화에어로스페이스,기계·기구설계
충남대학교,기계/자동차/조선공학,3.68 / 4.5,635,없음,IL,2개,0회,1회,1회,2회,GS건설,플랜트
충남대학교,기계/자동차/조선공학,3.68 / 4.5,635,없음,IL,2개,0회,1회,1회,2회,삼성디스플레이㈜,기술직
한국해양대학교,기계/자동차/조선공학,3.68 / 4.5,720,L6,IM,0개,5회,1회,2회,1회,STX조선해양㈜,자동차·조선설계
경북대학교,기계/자동차/조선공학,3.16 / 4.5,830,L5,IM,0개,0회,0회,0회,0회,아시아나항공㈜,기계
서울시립대학교,기계/자동차/조선공학,3.07 / 4.5,860,L5,없음,1개,0회,0회,0회,0회,STX조선해양㈜,생산관리
서울시립대학교,기계/자동차/조선공학,3.07 / 4.5,860,L5,없음,1개,0회,0회,0회,0회,두산인프라코어㈜,납품영업
서울시립대학교,기계/자동차/조선공학,3.31 / 4.5,765,없음,IM,0개,0회,1회,0회,0회,현대모비스㈜,QAA·통화품질
원광대학교,기계/자동차/조선공학,3.0 / 4.5,805,없음,없음,1개,1회,0회,1회,1회,두산중공업㈜,생산관리
울산대학교,기계/자동차/조선공학,4.14 / 4.5,805,L4,IL,2개,0회,2회,1회,0회,㈜풍산그룹,연구·실험·기술
서울시립대학교,기계/자동차/조선공학,3.28 / 4.5,730,L5,IL,1개,0회,0회,0회,0회,LG CNS,생산관리
서울시립대학교,기계/자동차/조선공학,3.52 / 4.5,없음,L5,없음,0개,3회,0회,0회,0회,현대자동차㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.83 / 4.5,640,없음,없음,0개,0회,0회,0회,1회,현대자동차㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.41 / 4.5,765,L6,없음,2개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
전북대학교,기계/자동차/조선공학,3.43 / 4.5,700,L5,없음,1개,0회,0회,0회,2회,삼성중공업㈜,기계
경북대학교,기계/자동차/조선공학,3.69 / 4.5,815,L6,IM,1개,0회,0회,3회,0회,현대자동차㈜,연구·실험·기술
성균관대학교(자연과학),기계/자동차/조선공학,4.03 / 4.5,835,없음,IM,0개,1회,0회,3회,2회,현대엔지니어링㈜,기계·기구설계
국민대학교,기계/자동차/조선공학,3.71 / 4.5,790,L5,없음,0개,0회,0회,0회,0회,롯데칠성음료㈜,생산관리
단국대학교(경기),기계/자동차/조선공학,3.36 / 4.5,770,없음,IL,1개,0회,0회,0회,0회,코웨이㈜,생산관리
전북대학교,기계/자동차/조선공학,4.21 / 4.5,885,없음,IH,2개,0회,1회,1회,0회,GS건설,건축시공
계명대학교,기계/자동차/조선공학,4.14 / 4.5,945,L6,없음,2개,0회,1회,4회,1회,현대자동차㈜,QAA·통화품질
고려대학교(세종),기계/자동차/조선공학,3.0 / 4.5,855,L6,없음,2개,1회,0회,0회,0회,현대건설㈜,플랜트
홍익대학교(서울),기계/자동차/조선공학,3.3 / 4.5,820,없음,없음,5개,0회,0회,1회,3회,대림그룹,건축설계
국민대학교,기계/자동차/조선공학,3.75 / 4.5,없음,없음,없음,0개,0회,0회,0회,0회,기아자동차㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.52 / 4.5,없음,없음,IM,0개,0회,0회,0회,1회,㈜한화/기계,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.2 / 4.5,670,없음,없음,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
경남대학교,기계/자동차/조선공학,3.95 / 4.5,815,L7,IH,3개,0회,1회,1회,1회,하이에어코리아㈜,생산관리
경남대학교,기계/자동차/조선공학,3.95 / 4.5,815,L7,IH,3개,0회,1회,1회,1회,현대중공업㈜,생산관리
조선대학교,기계/자동차/조선공학,4.23 / 4.5,810,L6,없음,3개,0회,0회,1회,3회,포스코에너지㈜,기계
성균관대학교(자연과학),기계/자동차/조선공학,3.88 / 4.5,790,없음,없음,1개,0회,0회,0회,1회,현대모비스㈜,생산관리
세종대학교,기계/자동차/조선공학,3.61 / 4.5,930,없음,IM,1개,0회,1회,1회,2회,이래오토모티브시스템㈜,연구·실험·기술
